"","s1.pileup.freq","s2.pileup.freq","s3.pileup.freq","s4.pileup.freq","s5.pileup.freq"
"chr1:32797727",7568,7557,7244,8904,7411
"chr1:32797728",7592,7560,7273,8913,7424
"chr1:32797729",7536,7532,7214,8850,7382
"chr1:32797730",7623,7573,7310,8995,7454
"chr1:32797731",8252,8231,7908,9756,8036
"chr1:32797732",8306,8374,8032,9916,8142
"chr1:32797733",8515,8609,8245,10121,8331
"chr1:32797734",8649,8769,8355,10271,8496
"chr1:32797735",8514,8674,8251,10205,8411
"chr1:32797736",8501,8658,8237,10162,8383
"chr1:32797737",8493,8633,8212,10116,8353
"chr1:32797738",8490,8635,8220,10130,8343
"chr1:32797739",8564,8685,8272,10211,8397
"chr1:32797740",8656,8862,8396,10341,8567
"chr1:32797741",9084,9243,8865,10818,8987
"chr1:32797742",8988,9233,8854,10777,8936
"chr1:32797743",8945,9278,8849,10886,8980
"chr1:32797744",9005,9399,8897,10999,9013
"chr1:32797745",8844,9281,8798,10953,8933
"chr1:32797746",9081,9600,9026,11272,9178
"chr1:32797747",9100,9587,8994,11276,9197
"chr1:32797748",8902,9480,8858,11145,9078
"chr1:32797749",9057,9665,8966,11261,9221
"chr1:32797750",9087,9694,8952,11341,9276
"chr1:32797751",8934,9623,8845,11247,9188
"chr1:32797752",8748,9555,8777,11107,9078
"chr1:32797753",8840,9625,8822,11213,9118
"chr1:32797754",8780,9615,8818,11201,9105
"chr1:32797755",8887,9713,8876,11294,9188
"chr1:32797756",8921,9742,8926,11330,9238
"chr1:32797757",8893,9756,8889,11336,9259
"chr1:32797758",8851,9775,8895,11364,9256
"chr1:32797759",8815,9749,8908,11364,9256
"chr1:32797760",8840,9787,8958,11394,9278
"chr1:32797761",8804,9818,8965,11442,9296
"chr1:32797762",8962,9990,9090,11587,9505
"chr1:32797763",9069,10152,9160,11764,9699
"chr1:32797764",9320,10378,9424,12123,10002
"chr1:32797765",9331,10402,9433,12172,10003
"chr1:32797766",9294,10398,9411,12144,9973
"chr1:32797767",9314,10449,9444,12164,10049
"chr1:32797768",9251,10420,9393,12072,10024
"chr1:32797769",9242,10410,9397,12070,10025
"chr1:32797770",9300,10446,9452,12105,10074
"chr1:32797771",9275,10400,9423,12107,10067
"chr1:32797772",9413,10526,9530,12252,10167
"chr1:32797773",9392,10508,9517,12229,10154
"chr1:32797774",9399,10518,9548,12224,10170
"chr1:32797775",9558,10674,9655,12386,10337
"chr1:32797776",9458,10584,9583,12304,10282
"chr1:32797777",9379,10540,9589,12325,10278
"chr1:32797778",9464,10672,9668,12402,10409
"chr1:32797779",9534,10754,9674,12420,10434
"chr1:32797780",9492,10701,9644,12388,10410
"chr1:32797781",9479,10743,9637,12411,10423
"chr1:32797782",9557,10812,9707,12517,10506
"chr1:32797783",9584,10848,9795,12643,10608
"chr1:32797784",9575,10858,9788,12626,10636
"chr1:32797785",9576,10867,9772,12630,10629
"chr1:32797786",9564,10850,9765,12604,10648
"chr1:32797787",9565,10868,9758,12612,10652
"chr1:32797788",9575,10917,9799,12713,10704
"chr1:32797789",9715,11026,9907,12830,10873
"chr1:32797790",9767,11093,9943,12859,10912
"chr1:32797791",9874,11164,10050,12976,10983
"chr1:32797792",9824,11106,9994,12898,10927
"chr1:32797793",9835,11140,9959,12898,10909
"chr1:32797794",9818,11141,9958,12855,10883
"chr1:32797795",9755,11097,9924,12831,10848
"chr1:32797796",9752,11106,9921,12863,10850
"chr1:32797797",9738,11085,9934,12866,10830
"chr1:32797798",9792,11161,9965,12893,10849
"chr1:32797799",9619,11027,9918,12880,10799
"chr1:32797800",9804,11206,9986,12974,10864
"chr1:32797801",9784,11211,9975,13001,10870
"chr1:32797802",9825,11187,9990,13000,10932
"chr1:32797803",9833,11205,10000,13045,10933
"chr1:32797804",9871,11189,10007,13099,10963
"chr1:32797805",9889,11225,9997,13089,10988
"chr1:32797806",9914,11221,10060,13203,11062
"chr1:32797807",9917,11267,10027,13155,11015
"chr1:32797808",9897,11218,10048,13216,11042
"chr1:32797809",9963,11291,10017,13147,11030
"chr1:32797810",9976,11288,10003,13156,11004
"chr1:32797811",9759,11143,9911,13189,10889
"chr1:32797812",9742,11065,9806,13096,10778
"chr1:32797813",9778,11122,9835,13158,10813
"chr1:32797814",9776,11108,9866,13275,10882
"chr1:32797815",9777,11084,9870,13265,10889
"chr1:32797816",9777,11076,9872,13258,10903
"chr1:32797817",9773,11052,9854,13246,10895
"chr1:32797818",9777,11063,9847,13252,10896
"chr1:32797819",9787,11057,9854,13258,10905
"chr1:32797820",9729,11018,9804,13234,10868
"chr1:32797821",9762,11034,9833,13295,10872
"chr1:32797822",9740,11000,9790,13253,10832
"chr1:32797823",9634,10865,9688,13153,10702
"chr1:32797824",9619,10836,9668,13135,10685
"chr1:32797825",9616,10818,9661,13129,10671
"chr1:32797826",9578,10788,9649,13103,10650
"chr1:32797827",9672,10865,9727,13178,10713
"chr1:32797828",9685,10865,9740,13197,10741
"chr1:32797829",9657,10857,9739,13297,10714
"chr1:32797830",9605,10806,9710,13238,10672
"chr1:32797831",9588,10749,9667,13069,10627
"chr1:32797832",9508,10663,9588,12991,10569
"chr1:32797833",9520,10653,9564,12991,10552
"chr1:32797834",9484,10634,9543,12971,10542
"chr1:32797835",9344,10510,9432,12883,10427
"chr1:32797836",9380,10534,9470,13003,10463
"chr1:32797837",9288,10487,9379,12952,10393
"chr1:32797838",9199,10387,9289,12835,10249
"chr1:32797839",9199,10378,9304,12844,10236
"chr1:32797840",9133,10336,9265,12748,10176
"chr1:32797841",9064,10251,9198,12628,10112
"chr1:32797842",9043,10215,9174,12574,10076
"chr1:32797843",9034,10205,9159,12534,10053
"chr1:32798277",7866,8650,6971,9382,8270
"chr1:32798278",7929,8699,7002,9430,8343
"chr1:32798279",7942,8710,7002,9428,8341
"chr1:32798280",8071,8827,7113,9548,8465
"chr1:32798281",8229,8953,7266,9731,8617
"chr1:32798282",8338,9113,7326,9919,8738
"chr1:32798283",8429,9201,7428,10034,8837
"chr1:32798284",8526,9308,7508,10196,8958
"chr1:32798285",8567,9396,7559,10285,9013
"chr1:32798286",8613,9422,7587,10343,9050
"chr1:32798287",8616,9435,7600,10395,9074
"chr1:32798288",8681,9513,7637,10448,9126
"chr1:32798289",8714,9534,7660,10515,9149
"chr1:32798290",8814,9626,7774,10642,9241
"chr1:32798291",8846,9668,7806,10759,9274
"chr1:32798292",8921,9758,7899,10841,9332
"chr1:32798293",8949,9776,7906,10885,9336
"chr1:32798294",8970,9818,7935,10912,9375
"chr1:32798295",9010,9832,7967,10934,9411
"chr1:32798296",8980,9842,7973,10942,9415
"chr1:32798297",9094,9960,8045,11071,9499
"chr1:32798298",9145,10006,8119,11154,9602
"chr1:32798299",9147,10039,8147,11175,9632
"chr1:32798300",9183,10074,8205,11206,9661
"chr1:32798301",9264,10167,8285,11354,9730
"chr1:32798302",9243,10160,8270,11329,9718
"chr1:32798303",9251,10173,8278,11353,9716
"chr1:32798304",9278,10179,8293,11378,9735
"chr1:32798305",9257,10164,8293,11379,9717
"chr1:32798306",9501,10392,8493,11635,9967
"chr1:32798307",9688,10540,8655,11790,10077
"chr1:32798308",9912,10836,8839,12023,10325
"chr1:32798309",9961,10883,8907,12083,10389
"chr1:32798310",9969,10908,8913,12117,10407
"chr1:32798311",9900,10867,8869,12062,10367
"chr1:32798312",9941,10906,8897,12121,10411
"chr1:32798313",10013,10959,8932,12182,10456
"chr1:32798314",9988,10939,8929,12186,10453
"chr1:32798315",10196,11195,9075,12417,10646
"chr1:32798316",10200,11216,9086,12403,10698
"chr1:32798317",10143,11172,9048,12359,10669
"chr1:32798318",10229,11227,9102,12443,10738
"chr1:32798319",10212,11209,9099,12441,10729
"chr1:32798320",10225,11211,9109,12463,10723
"chr1:32798321",10233,11210,9103,12469,10731
"chr1:32798322",10237,11204,9108,12479,10735
"chr1:32798323",10344,11301,9159,12603,10780
"chr1:32798324",10354,11300,9170,12620,10784
"chr1:32798325",10306,11240,9128,12554,10710
"chr1:32798326",10289,11256,9103,12552,10698
"chr1:32798327",10324,11284,9123,12590,10725
"chr1:32798328",10303,11268,9083,12539,10683
"chr1:32798329",9907,10992,8771,12175,10333
"chr1:32798330",9918,10998,8770,12160,10321
"chr1:32798331",9895,10971,8756,12148,10268
"chr1:32798332",9770,10832,8667,12004,10198
"chr1:32798333",9800,10840,8668,12041,10204
"chr1:32798334",9751,10812,8638,12012,10197
"chr1:32798335",9758,10788,8647,12063,10179
"chr1:32798336",9791,10818,8662,12082,10216
"chr1:32798337",9808,10792,8659,12085,10201
"chr1:32798338",9791,10779,8646,12066,10165
"chr1:32798339",9788,10747,8635,12058,10145
"chr1:32798340",9798,10737,8626,12073,10149
"chr1:32798341",9773,10734,8612,12039,10132
"chr1:32798342",9720,10679,8577,12012,10098
"chr1:32798343",9727,10701,8590,12026,10085
"chr1:32798344",9707,10673,8549,11972,10054
"chr1:32798345",9706,10645,8540,11949,10029
"chr1:32798346",9654,10607,8498,11944,9964
"chr1:32798347",9592,10485,8466,11839,9871
"chr1:32798348",9552,10439,8457,11816,9836
"chr1:32798349",9563,10422,8444,11779,9828
"chr1:32798350",9522,10420,8420,11754,9800
"chr1:32798351",9495,10381,8373,11690,9748
"chr1:32798352",9327,10223,8266,11524,9591
"chr1:32798353",9336,10229,8234,11527,9589
"chr1:32798354",9117,10004,8079,11347,9384
"chr1:32798355",9079,9943,8062,11322,9313
"chr1:32798356",9040,9873,8020,11218,9259
"chr1:32798357",8838,9646,7886,10965,9109
"chr1:32798358",8744,9562,7819,10891,9018
"chr1:32798359",8731,9569,7799,10898,8999
"chr1:32798360",8714,9547,7787,10884,8965
"chr1:32798361",8611,9368,7653,10699,8790
"chr1:32798362",8625,9376,7643,10703,8791
"chr1:32798363",8571,9343,7616,10673,8769
"chr1:32798364",8438,9227,7563,10551,8636
"chr1:32798365",8414,9193,7531,10574,8595
"chr1:32798366",8400,9170,7496,10542,8563
"chr1:32798367",8380,9177,7485,10509,8548
"chr1:32798368",8324,9146,7449,10447,8486
"chr1:32798369",8323,9152,7441,10451,8470
"chr1:32798370",8264,9082,7393,10355,8403
"chr1:32798371",8249,9025,7359,10334,8373
"chr1:32798372",8201,8987,7294,10287,8313
"chr1:32798373",7930,8813,7118,10062,8122
"chr1:32798374",7825,8697,7027,9955,8005
"chr1:32798375",7768,8613,6962,9831,7904
"chr1:32798376",7695,8536,6924,9778,7838
"chr1:32798582",8786,8368,7307,9453,7660
"chr1:32798583",8839,8407,7355,9508,7705
"chr1:32798584",8881,8469,7390,9565,7761
"chr1:32798585",8884,8489,7389,9576,7773
"chr1:32798586",8879,8477,7414,9551,7783
"chr1:32798587",8942,8527,7477,9624,7829
"chr1:32798588",8988,8618,7544,9743,7901
"chr1:32798589",9134,8713,7657,9887,8074
"chr1:32798590",9184,8778,7707,9967,8148
"chr1:32798591",9194,8797,7738,10001,8177
"chr1:32798592",9347,8960,7893,10185,8313
"chr1:32798593",9367,8985,7923,10193,8326
"chr1:32798594",9489,9072,8010,10319,8411
"chr1:32798595",9538,9133,8049,10372,8455
"chr1:32798596",9538,9161,8059,10423,8470
"chr1:32798597",9556,9189,8090,10376,8491
"chr1:32798598",9553,9204,8102,10398,8500
"chr1:32798599",9589,9260,8126,10474,8563
"chr1:32798600",9582,9272,8150,10481,8596
"chr1:32798601",9600,9294,8165,10493,8616
"chr1:32798602",9614,9337,8170,10514,8646
"chr1:32798603",9692,9380,8237,10581,8669
"chr1:32798604",9753,9474,8347,10674,8729
"chr1:32798605",9786,9506,8373,10728,8757
"chr1:32798606",9806,9556,8405,10757,8785
"chr1:32798607",9761,9530,8391,10693,8766
"chr1:32798608",9812,9583,8416,10724,8789
"chr1:32798609",9807,9586,8431,10720,8805
"chr1:32798610",9869,9664,8469,10767,8880
"chr1:32798611",9898,9717,8472,10826,8903
"chr1:32798612",10318,10023,8758,11114,9164
"chr1:32798613",10427,10121,8845,11227,9244
"chr1:32798614",10391,10084,8863,11225,9263
"chr1:32798615",10554,10289,8984,11379,9399
"chr1:32798616",10497,10311,8979,11360,9388
"chr1:32798617",10518,10320,8978,11388,9419
"chr1:32798618",10557,10348,8996,11431,9431
"chr1:32798619",10522,10328,8990,11405,9433
"chr1:32798620",10418,10268,8941,11374,9427
"chr1:32798621",10547,10364,9030,11481,9525
"chr1:32798622",10581,10397,9064,11502,9545
"chr1:32798623",10621,10434,9099,11577,9590
"chr1:32798624",10709,10536,9181,11658,9640
"chr1:32798625",10688,10529,9190,11643,9637
"chr1:32798626",10499,10443,9082,11503,9543
"chr1:32798627",10547,10478,9116,11556,9609
"chr1:32798628",10529,10451,9097,11567,9587
"chr1:32798629",10262,10238,8899,11365,9447
"chr1:32798630",10490,10381,9103,11519,9588
"chr1:32798631",10474,10361,9082,11488,9567
"chr1:32798632",10348,10290,9001,11454,9527
"chr1:32798633",10519,10439,9087,11585,9621
"chr1:32798634",10470,10404,9068,11558,9613
"chr1:32798635",10477,10443,9081,11585,9630
"chr1:32798636",10495,10467,9087,11625,9644
"chr1:32798637",10483,10450,9046,11598,9624
"chr1:32798638",10403,10398,9014,11569,9609
"chr1:32798639",10500,10501,9128,11698,9760
"chr1:32798640",10584,10511,9183,11779,9863
"chr1:32798641",10758,10676,9320,11901,10028
"chr1:32798642",10708,10658,9339,11875,9954
"chr1:32798643",10531,10561,9244,11766,9828
"chr1:32798644",10571,10559,9262,11775,9847
"chr1:32798645",10537,10531,9225,11748,9821
"chr1:32798646",10541,10513,9218,11715,9808
"chr1:32798647",10527,10487,9186,11678,9790
"chr1:32798648",10502,10461,9170,11673,9766
"chr1:32798649",10413,10430,9126,11567,9687
"chr1:32798650",10049,10149,8884,11303,9439
"chr1:32798651",10138,10203,8886,11328,9457
"chr1:32798652",10091,10166,8841,11321,9442
"chr1:32798653",9954,10043,8733,11257,9310
"chr1:32798654",10024,10093,8780,11281,9330
"chr1:32798655",9982,10037,8741,11255,9277
"chr1:32798656",9997,10051,8742,11221,9252
"chr1:32798657",9920,10020,8686,11133,9192
"chr1:32798658",9308,9519,8224,10521,8618
"chr1:32798659",9303,9519,8219,10529,8592
"chr1:32798660",9276,9506,8207,10496,8583
"chr1:32798661",9225,9472,8163,10447,8534
"chr1:32798662",9230,9457,8161,10462,8520
"chr1:32798663",9149,9353,8086,10377,8423
"chr1:32798664",9103,9309,8059,10336,8381
"chr1:32798665",9014,9251,7996,10272,8320
"chr1:32798666",8901,9146,7925,10139,8244
"chr1:32798667",8771,9019,7831,9992,8144
"chr1:32798668",8710,8946,7774,9906,8103
"chr1:32798669",8709,8926,7776,9895,8097
"chr1:32798670",8699,8873,7769,9867,8057
"chr1:32798671",8561,8708,7643,9732,7910
"chr1:32798672",8527,8676,7603,9726,7861
"chr1:32798673",8491,8601,7571,9656,7797
"chr1:32798674",8387,8438,7457,9569,7713
"chr1:32798675",8348,8393,7448,9519,7681
"chr1:32798676",8227,8312,7367,9389,7576
"chr1:32798677",8223,8306,7350,9371,7561
"chr1:32798678",8123,8223,7277,9295,7493
"chr1:32798679",8002,8053,7090,9032,7385
"chr1:32798680",7962,8031,7057,8985,7348
"chr1:32798681",7957,8021,7037,8972,7333
"chr1:40363044",9651,10013,8541,10970,8802
"chr1:40363045",9680,10056,8555,10978,8816
"chr1:40363046",9778,10117,8637,11047,8865
"chr1:40363047",9832,10135,8673,11073,8899
"chr1:40363048",9929,10249,8833,11213,9017
"chr1:40363049",9977,10326,8893,11272,9062
"chr1:40363050",10465,10847,9354,11835,9468
"chr1:40363051",10691,11069,9589,12132,9730
"chr1:40363052",10789,11131,9709,12245,9829
"chr1:40363053",10984,11380,9872,12437,10011
"chr1:40363054",11169,11599,10158,12744,10252
"chr1:40363055",11177,11655,10235,12841,10306
"chr1:40363056",11237,11721,10269,12895,10370
"chr1:40363057",11195,11694,10254,12869,10373
"chr1:40363058",11389,11899,10353,13069,10572
"chr1:40363059",11423,11945,10397,13152,10590
"chr1:40363060",11418,11962,10391,13207,10642
"chr1:40363061",11489,12039,10437,13281,10700
"chr1:40363062",11648,12257,10550,13467,10932
"chr1:40363063",11891,12464,10684,13703,11193
"chr1:40363064",12033,12622,10801,13829,11291
"chr1:40363065",11990,12609,10799,13799,11250
"chr1:40363066",12011,12614,10810,13823,11261
"chr1:40363067",12045,12776,10857,13872,11331
"chr1:40363068",12055,12799,10861,13893,11363
"chr1:40363069",12132,12870,10922,13960,11455
"chr1:40363070",12098,12905,10916,13961,11450
"chr1:40363071",12106,12891,10939,13949,11471
"chr1:40363072",12128,12875,10959,13979,11496
"chr1:40363073",12248,13048,11033,14080,11532
"chr1:40363074",12331,13160,11114,14222,11619
"chr1:40363075",12238,13131,11088,14160,11544
"chr1:40363076",12346,13163,11126,14189,11579
"chr1:40363077",12404,13294,11211,14269,11677
"chr1:40363078",12346,13222,11139,14168,11631
"chr1:40363079",12360,13260,11121,14158,11642
"chr1:40363080",12407,13384,11181,14251,11715
"chr1:40363081",12358,13326,11137,14172,11682
"chr1:40363082",12511,13511,11292,14307,11735
"chr1:40363083",12539,13569,11394,14405,11819
"chr1:40363084",12426,13478,11300,14334,11759
"chr1:40363085",12587,13675,11455,14482,11879
"chr1:40363086",12596,13713,11466,14535,11889
"chr1:40363087",12592,13748,11488,14484,11875
"chr1:40363088",13012,14007,11696,14837,12144
"chr1:40363089",13033,14048,11728,14871,12202
"chr1:40363090",12902,13924,11660,14803,12163
"chr1:40363091",12894,13967,11624,14769,12170
"chr1:40363092",12808,13972,11480,14663,12055
"chr1:40363093",12892,14014,11520,14725,12090
"chr1:40363094",12892,14027,11513,14696,12073
"chr1:40363095",12887,14037,11515,14682,12079
"chr1:40363096",12975,14113,11565,14781,12114
"chr1:40363097",13017,14119,11584,14799,12142
"chr1:40363098",12905,13999,11528,14713,12081
"chr1:40363099",12703,13800,11387,14575,12000
"chr1:40363100",12922,14002,11489,14743,12123
"chr1:40363101",12985,14024,11482,14727,12151
"chr1:40363102",12885,13955,11458,14696,12097
"chr1:40363103",13060,14157,11610,14861,12223
"chr1:40363104",13138,14180,11661,14849,12237
"chr1:40363105",13172,14308,11702,14941,12292
"chr1:40363106",13126,14265,11661,14908,12266
"chr1:40363107",13169,14247,11708,14954,12289
"chr1:40363108",13161,14262,11709,14984,12322
"chr1:40363109",13226,14273,11731,15018,12365
"chr1:40363110",13282,14319,11782,15091,12405
"chr1:40363111",13316,14345,11811,15157,12436
"chr1:40363112",13408,14403,11838,15212,12532
"chr1:40363113",13510,14684,11929,15322,12663
"chr1:40363114",13515,14664,11896,15306,12647
"chr1:40363115",13401,14510,11835,15227,12499
"chr1:40363116",13279,14413,11738,15117,12414
"chr1:40363117",13364,14532,11756,15171,12468
"chr1:40363118",13334,14549,11768,15157,12435
"chr1:40363119",13310,14557,11755,15167,12416
"chr1:40363120",13295,14530,11747,15142,12413
"chr1:40363121",13336,14617,11803,15185,12456
"chr1:40363122",13516,14798,11894,15356,12564
"chr1:40363123",13520,14844,11914,15363,12586
"chr1:40363124",13449,14700,11916,15324,12552
"chr1:40363125",13547,14764,11961,15389,12626
"chr1:40363126",13515,14732,11951,15362,12623
"chr1:40363127",13536,14806,11997,15376,12656
"chr1:40363128",13585,14824,12015,15397,12667
"chr1:40363129",13557,14815,11996,15379,12627
"chr1:40363130",13614,14849,12061,15407,12674
"chr1:40363131",13576,14808,12029,15361,12618
"chr1:40363132",13677,14931,12129,15394,12689
"chr1:40363133",13725,15040,12142,15435,12739
"chr1:40363134",13787,15069,12211,15553,12783
"chr1:40363135",13961,15237,12374,15725,12941
"chr1:40363136",14024,15351,12435,15797,13010
"chr1:40363137",14023,15361,12473,15789,13004
"chr1:40363138",13922,15236,12391,15694,12947
"chr1:40363139",14166,15463,12479,15860,13065
"chr1:40363140",14166,15505,12517,15887,13070
"chr1:40363141",13996,15288,12394,15693,12925
"chr1:40363142",14074,15328,12449,15748,12966
"chr1:40363143",14036,15286,12418,15722,12928
"chr1:40363144",14011,15269,12393,15703,12873
"chr1:40363145",13977,15217,12362,15661,12844
"chr1:40363146",13855,15082,12261,15523,12734
"chr1:40363147",14110,15245,12473,15724,12931
"chr1:40363148",14291,15514,12618,15990,13073
"chr1:40363149",14322,15569,12648,16059,13131
"chr1:40363150",14161,15480,12531,15903,13038
"chr1:40363151",14059,15344,12387,15745,12917
"chr1:40363152",14119,15421,12429,15872,12951
"chr1:40363153",14033,15379,12379,15888,12887
"chr1:40363154",14034,15410,12389,15902,12872
"chr1:40363155",14015,15403,12360,15882,12865
"chr1:40363156",14023,15406,12387,15909,12874
"chr1:40363157",14204,15617,12513,16101,13038
"chr1:40363158",14287,15779,12613,16211,13159
"chr1:40363159",14223,15677,12580,16131,13128
"chr1:40363160",14165,15619,12544,16034,13084
"chr1:40363161",14197,15721,12576,16099,13119
"chr1:40363162",14182,15684,12530,16092,13054
"chr1:40363163",14103,15581,12477,15979,12990
"chr1:40363164",14115,15508,12480,15945,12983
"chr1:40363165",14051,15450,12435,15921,12885
"chr1:40363166",14101,15529,12474,15954,12940
"chr1:40363167",14205,15645,12493,16147,13024
"chr1:40363168",14243,15661,12511,16178,13050
"chr1:40363169",14206,15680,12501,16167,13068
"chr1:40363170",14318,15797,12602,16266,13180
"chr1:40363171",14336,15765,12548,16275,13191
"chr1:40363172",14352,15808,12554,16306,13212
"chr1:40363173",14394,15758,12565,16376,13218
"chr1:40363174",14296,15711,12516,16301,13101
"chr1:40363175",14333,15790,12528,16342,13116
"chr1:40363176",14442,15870,12552,16470,13137
"chr1:40363177",14445,15828,12508,16492,13121
"chr1:40363178",14520,15849,12526,16571,13182
"chr1:40363179",14546,15871,12538,16558,13200
"chr1:40363180",14553,15901,12532,16568,13233
"chr1:40363181",14599,16000,12583,16663,13320
"chr1:40363182",14575,15978,12582,16667,13325
"chr1:40363183",14581,16001,12599,16656,13315
"chr1:40363184",14601,16020,12619,16697,13328
"chr1:40363185",14619,16008,12630,16700,13292
"chr1:40363186",14586,15943,12618,16602,13230
"chr1:40363187",14377,15626,12440,16366,12882
"chr1:40363188",14119,15401,12217,16087,12696
"chr1:40363189",13812,15177,11966,15885,12401
"chr1:40363190",13661,15104,11862,15800,12304
"chr1:40363191",13660,15125,11871,15798,12326
"chr1:40363192",13619,15085,11834,15777,12288
"chr1:40363193",13660,15088,11847,15821,12329
"chr1:40363194",13715,15214,11887,15938,12389
"chr1:40363195",13705,15125,11883,15949,12345
"chr1:40363196",13473,14848,11735,15757,12099
"chr1:40363197",13502,14873,11746,15752,12080
"chr1:40363198",13494,14807,11699,15701,12028
"chr1:40363199",13415,14692,11629,15601,11876
"chr1:40363200",13466,14784,11675,15644,11952
"chr1:40363201",13466,14792,11675,15655,11965
"chr1:40363202",13261,14624,11533,15491,11813
"chr1:40363203",13470,14841,11674,15610,12015
"chr1:40363204",13577,14884,11710,15680,12057
"chr1:40363205",13613,14978,11832,15737,12118
"chr1:40363206",13627,15049,11880,15809,12128
"chr1:40363207",13499,14938,11775,15702,12074
"chr1:40363208",13526,14951,11751,15663,12079
"chr1:40363209",13475,14832,11626,15516,11979
"chr1:40363210",13394,14795,11533,15409,11860
"chr1:40363211",12608,14191,11105,14802,11295
"chr1:40363212",12560,14218,11087,14823,11315
"chr1:40363213",12570,14275,11042,14833,11338
"chr1:40363214",12424,14161,10878,14629,11225
"chr1:40363215",12269,13985,10778,14462,11062
"chr1:40363216",12133,13826,10613,14291,10930
"chr1:40363217",12335,14024,10764,14427,11056
"chr1:40363218",12320,14010,10785,14417,11064
"chr1:40363219",12079,13744,10485,14167,10820
"chr1:40363220",12215,13907,10602,14265,10911
"chr1:40363221",12190,13839,10516,14166,10882
"chr1:40363222",11860,13410,10128,13852,10608
"chr1:40363223",12026,13612,10243,14013,10733
"chr1:40363224",12211,13825,10401,14203,10875
"chr1:40363225",12232,13806,10408,14241,10897
"chr1:40363226",12267,13852,10448,14272,10914
"chr1:40363227",12351,13997,10472,14317,10951
"chr1:40363228",12296,13935,10471,14276,10932
"chr1:40363229",12246,13964,10432,14160,10875
"chr1:40363230",12308,14073,10488,14204,10966
"chr1:40363231",12348,14176,10506,14257,10988
"chr1:40363232",13468,15155,11333,15248,11887
"chr1:40363233",13662,15435,11566,15550,12127
"chr1:40363234",13435,15191,11381,15345,11947
"chr1:40363235",13349,15107,11313,15264,11941
"chr1:40363236",13369,15125,11318,15278,11956
"chr1:40363237",13336,15108,11297,15260,11953
"chr1:40363238",13356,15139,11334,15265,11954
"chr1:40363239",13368,15202,11349,15294,11983
"chr1:40363240",13452,15282,11378,15327,12038
"chr1:40363241",13441,15324,11417,15359,12086
"chr1:40363242",13552,15374,11493,15424,12108
"chr1:40363243",13564,15375,11510,15435,12136
"chr1:40363244",13264,15143,11331,15154,11923
"chr1:40363245",13254,15166,11310,15171,11908
"chr1:40363246",13374,15278,11388,15287,11992
"chr1:40363247",13339,15235,11382,15265,11960
"chr1:40363248",13384,15238,11435,15208,12002
"chr1:40363249",13371,15213,11431,15136,11988
"chr1:40363250",13636,15554,11611,15399,12215
"chr1:40363251",13613,15546,11576,15332,12160
"chr1:40363252",12957,15028,11058,14663,11688
"chr1:40363253",12707,14789,10912,14428,11551
"chr1:40363254",12689,14774,10918,14383,11540
"chr1:40363255",12683,14740,10938,14377,11541
"chr1:40363256",12716,14765,10981,14413,11561
"chr1:40363257",12758,14853,11022,14411,11586
"chr1:40363258",12770,14882,11020,14406,11603
"chr1:40363259",12790,14944,11060,14412,11617
"chr1:40363260",12934,15020,11187,14528,11766
"chr1:40363261",12929,15076,11194,14513,11798
"chr1:40363262",12715,14834,11013,14310,11614
"chr1:40363263",12792,14910,11091,14386,11678
"chr1:40363264",12748,14891,11061,14356,11642
"chr1:40363265",12801,14958,11120,14393,11690
"chr1:40363266",12839,14953,11119,14395,11673
"chr1:40363267",12679,14808,10998,14145,11520
"chr1:40363268",12688,14802,11023,14195,11512
"chr1:40363269",12725,14795,11028,14259,11519
"chr1:40363270",12666,14771,11001,14254,11490
"chr1:40363271",13260,15422,11416,14770,12008
"chr1:40363272",13326,15545,11508,14865,12114
"chr1:40363273",12874,15265,11278,14453,11867
"chr1:40363274",12957,15440,11333,14564,11942
"chr1:40363275",12898,15340,11253,14463,11876
"chr1:40363276",12513,15016,10991,14131,11646
"chr1:40363277",12467,14902,10905,14067,11625
"chr1:40363278",12472,14953,10914,14069,11613
"chr1:40363279",12427,14859,10814,13960,11533
"chr1:40363280",12540,15035,10998,14096,11657
"chr1:40363281",12593,15117,11023,14160,11714
"chr1:40363282",12412,15119,10904,14041,11641
"chr1:40363283",12358,15014,10917,13991,11667
"chr1:40363284",12293,14910,10872,13934,11635
"chr1:40363285",12236,14776,10804,13894,11597
"chr1:40363286",12237,14850,10803,13940,11621
"chr1:40363287",12300,14915,10867,14009,11652
"chr1:40363288",12271,14923,10863,14005,11655
"chr1:40363289",12325,15045,10967,14096,11714
"chr1:40363290",12854,15511,11357,14622,12087
"chr1:40363291",12837,15492,11373,14698,12117
"chr1:40363292",12742,15401,11288,14634,12031
"chr1:40363293",12920,15524,11464,14839,12136
"chr1:40363294",12856,15454,11475,14761,12140
"chr1:40363295",12691,15381,11407,14644,12028
"chr1:40363296",13251,16010,11836,15330,12455
"chr1:40363297",13264,15936,11817,15279,12443
"chr1:40363298",13075,15795,11690,15127,12308
"chr1:40363299",13042,15762,11687,15113,12284
"chr1:40363300",12889,15650,11568,14976,12150
"chr1:40363301",12839,15583,11514,14993,12084
"chr1:40363302",12811,15585,11502,14973,12061
"chr1:40363303",12732,15477,11425,14898,12000
"chr1:40363304",13503,16289,12105,15659,12636
"chr1:40363305",13596,16438,12208,15872,12749
"chr1:40363306",13747,16556,12339,15999,12882
"chr1:40363307",14003,16768,12585,16304,13101
